INDEXSORT,YearIndex,Year,FemCode,MatCode,FDNA,FemID,MatID,DamFemCode,DamID,JuvID,Site,YearFirstCap,DOB,Age,Lifespan,IDNotes,DeathYear,FemNotes,Northing,Easting,FemRS,CapDate,CapMass,FirstBirth,DayBirth,FemSVLAft,FemTotAft,FemTailBreak,FemMassAft,Clutch,Cmass,RelCMass,MeanCmass,MeanCSVL,MeanCTot,SexRatio,Nmale,Nstillborn,Csuccess,OffID,JuvBDate,JuvDBirth,OffCode,OffDNA,OffMass,OffSVL,OffTot,OffTL,OffSex,SexAcc,OffRelDate,OffRS,OffNotes,CatchSept,SVLSept,TotSept,TBSept,MassSept,CopsL,CopsR,CopsTot,FolL,FolR,FolTot,NorthSept,EastSept
7273,20,2013,3301,3301,,2009,2009,0115,1212,4211,CP,2010,28/01/2008,6,13,,,,774,281,8,20/01/2014,9.0666,9/02/2014,61,77,124,8,9.8051,2,1.3514,0.137826233,0.6757,31.435,71.65,0,0,0,1,6829,9/02/2014,61,2254,,0.6918,31.47,73.18,41.71,0,99,,4,,,,,,,,,,,,,,
7274,20,2013,,3301,,,2009,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6830,9/02/2014,61,2255,,0.6596,31.4,70.12,38.72,0,99,,5,,,,,,,,,,,,,,
7275,20,2013,01/404,01/404,,2114,2114,,,,CP,2011,,,,,,,779,268,8,20/01/2014,9.2327,9/02/2014,61,76,129,21,7.7199,4,2.4957,0.32328139,0.6239,30.9175,69.305,0.75,3,0,1,6831,9/02/2014,61,2234,,0.6631,31.19,69.77,38.58,1,,,3,,,,,,,,,,,,,,
7276,20,2013,,01/404,,,2114,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6832,9/02/2014,61,2235,,0.6383,30.85,69.59,38.74,1,,,2,,,,,,,,,,,,,,
7277,20,2013,,01/404,,,2114,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6833,9/02/2014,61,2240,,0.6229,31.03,70.16,39.13,0,,,2,,,,,,,,,,,,,,
7278,20,2013,,01/404,,,2114,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6834,9/02/2014,61,2241,,0.5714,30.6,67.7,37.1,1,,,9,,,,,,,,,,,,,,
7279,20,2013,0115,0115,,1212,1212,,,,CP,2002,,,,,,,600,209,12,20/01/2014,16.8774,9/02/2014,61,89,186,0,13.1991,7,4.7604,0.360660954,0.6801,31.03714286,71.41571429,0.142857143,1,0,1,6835,9/02/2014,61,2300,,0.734,31.93,71.55,39.62,1,,,6,,,,,,,,,,,,,,
7280,20,2013,,0115,,,1212,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6836,9/02/2014,61,2301,,0.7601,32.32,74.74,42.42,0,,,6,,,,,,,,,,,,,,
7281,20,2013,,0115,,,1212,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6837,9/02/2014,61,2302,,0.6508,30.83,68.99,38.16,0,,,11,,,,,,,,,,,,,,
7282,20,2013,,0115,,,1212,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6838,9/02/2014,61,2303,,0.6844,30.91,73.69,42.78,0,,,7,,,,,,,,,,,,,,
7283,20,2013,,0115,,,1212,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6839,9/02/2014,61,2304,,0.6854,31.63,71.65,40.02,0,,,4,,,,,,,,,,,,,,
7284,20,2013,,0115,,,1212,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6840,9/02/2014,61,2305,,0.6094,30.35,70.8,40.45,0,,,6,,,,,,,,,,,,,,
7285,20,2013,,0115,,,1212,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6841,9/02/2014,61,2310,,0.6363,29.29,68.49,39.2,0,,,2,,,,,,,,,,,,,,
7286,20,2013,2041,2041,,1734,1734,1240,1012,3125,CP,2007,3/02/2006,8,8,two same code this year. Coords were copied from other female,,,,,5,24/01/2014,9.6291,9/02/2014,61,77,166,0,8.3444,4,2.4747,0.296570155,0.6187,30.56,68.5975,0.5,2,0,1,6842,9/02/2014,61,2242,,0.6298,30.25,67.03,36.78,0,,,12,,,,,,,,,,,,,,
7287,20,2013,,2041,,,1734,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6843,9/02/2014,61,2243,,0.5385,30.23,69.62,39.39,1,,,1,,,,,,,,,,,,,,
7288,20,2013,,2041,,,1734,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6844,9/02/2014,61,2244,,0.6566,31.27,69.59,38.32,1,,,12,,,,,,,,,,,,,,
7289,20,2013,,2041,,,1734,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6845,9/02/2014,61,2245,,0.6498,30.49,68.15,37.66,0,,,5,,,,,,,,,,,,,,
7290,20,2013,0333,0333,,2321,2321,Feb-13,1850,6048,CP,2013,3/02/2012,2,2,,,,689,313,1,20/01/2014,6.4585,9/02/2014,61,67,150,0,5.9414,2,0.9302,0.156562426,0.4651,29.09,63.61,1,2,0,1,6846,9/02/2014,61,2224,,0.4304,29.02,64.01,34.99,1,,,8,,,,,,,,,,,,,,
7291,20,2013,,0333,,,2321,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6847,9/02/2014,61,2225,,0.4998,29.16,63.21,34.05,1,,,1,,,,,,,,,,,,,,
7292,20,2013,4(3)/453,4(3)/453,,2322,2322,,,,CP,2013,,,,,,,756,282,6,20/01/2014,9.5332,9/02/2014,61,76,147,43,7.2551,4,2.3386,0.322338769,0.5847,30.225,66.52333333,1,4,0,1,6848,9/02/2014,61,2230,,0.5775,30.18,,,1,,,11,,,,,,,,,,,,,,
7293,20,2013,,4(3)/453,,,2322,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6849,9/02/2014,61,22(2)31,,0.5958,30.51,66.88,36.37,1,,,1,,,,,,,,,,,,,,
7294,20,2013,,4(3)/453,,,2322,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6850,9/02/2014,61,2232,,0.5883,30.14,67.53,37.39,1,,,8,,,,,,,,,,,,,,
7295,20,2013,,4(3)/453,,,2322,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6851,9/02/2014,61,2233,,0.577,30.07,65.16,35.09,1,,,9,,,,,,,,,,,,,,
7296,20,2013,01/501,01/501,,2323,2323,,,,CP,2013,,,,,,was 0000,885,189,10,24/01/2014,9.7061,9/02/2014,61,76,162,0,7.9885,4,2.3994,0.300356763,0.5999,30.995,68.4,0.5,2,0,1,6852,9/02/2014,61,2250,,0.594,31.5,67.57,36.07,0,,,3,,,,,,,,,,,,,,
7297,20,2013,,01/501,,,2323,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6853,9/02/2014,61,2251,,0.6042,30.81,69.09,38.28,1,,,10,,,,,,,,,,,,,,
7298,20,2013,,01/501,,,2323,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6854,9/02/2014,61,2252,,0.5928,30.58,67.08,36.5,1,,,10,,,,,,,,,,,,,,
7299,20,2013,,01/501,,,2323,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6855,9/02/2014,61,2253,,0.6084,31.09,69.86,38.77,0,,,3,,,,,,,,,,,,,,
7300,20,2013,Jan-24,Jan-24,,1702,1702,1443,1334,2152,CP,2007,8/02/2004,10,12,,,new TB at 15,661,266,12,20/01/2014,12.9165,10/02/2014,62,80,,15,9.1173,6,3.4361,0.376876926,0.5727,30.21833333,67.452,0.666666667,4,0,1,6856,10/02/2014,62,2345,,0.5825,29.89,,,0,,,9,,,,,,,,,,,,,,
7301,20,2013,,Jan-24,,,1702,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6857,10/02/2014,62,2350,,0.5617,29.98,67.13,37.15,1,,,5,,,,,,,,,,,,,,
7302,20,2013,,Jan-24,,,1702,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6858,10/02/2014,62,2351,,0.5634,29.99,66.4,36.41,1,,,5,,,,,,,,,,,,,,
7303,20,2013,,Jan-24,,,1702,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6859,10/02/2014,62,2352,,0.5868,30.7,68.11,37.41,0,,,11,,,,,,,,,,,,,,
7304,20,2013,,Jan-24,,,1702,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6860,10/02/2014,62,2353,,0.5852,30.58,68.83,38.25,1,,,11,,,,,,,,,,,,,,
7305,20,2013,,Jan-24,,,1702,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6861,10/02/2014,62,2354,,0.5565,30.17,66.79,36.62,1,,,10,,,,,,,,,,,,,,
7306,20,2013,Feb-13,Feb-13,,1850,1850,,,,CP,2008,,,,,,,800,252,10,20/01/2014,11.6075,10/02/2014,62,78,150,46,8.5562,6,3.2085,0.374991234,0.5348,29.95833333,67.03,0.666666667,4,0,1,6862,10/02/2014,62,2331,,0.5101,30.03,67.42,37.39,1,,,5,,,,,,,,,,,,,,
7307,20,2013,,Feb-13,,,1850,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6863,10/02/2014,62,2332,,0.519,29.61,66,36.39,1,,,10,,,,,,,,,,,,,,
7308,20,2013,,Feb-13,,,1850,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6864,10/02/2014,62,2333,,0.5403,29.47,66.96,37.49,1,,,12,,,,,,,,,,,,,,
7309,20,2013,,Feb-13,,,1850,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6865,10/02/2014,62,2334,,0.5448,30.8,67.5,36.7,0,,,5,,,,,,,,,,,,,,
7310,20,2013,,Feb-13,,,1850,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6866,10/02/2014,62,2335,,0.5172,29.85,66.14,36.29,1,,,8,,,,,,,,,,,,,,
7311,20,2013,,Feb-13,,,1850,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6867,10/02/2014,62,2340,,0.5771,29.99,68.16,38.17,0,,,9,,,,,,,,,,,,,,
7312,20,2013,4151,4151,,2218,2218,1125,1538,5151,CP,2012,25/01/2010,4,4,,,,809,229,11,20/01/2014,9.4039,10/02/2014,62,76,133,8,7.7969,4,2.5091,0.321807385,0.6273,30.62,67.925,0.25,1,0,1,6868,10/02/2014,62,2414,,0.6423,30.8,66.33,35.53,0,,,1,,,,,,,,,,,,,,
7313,20,2013,,4151,,,2218,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6869,10/02/2014,62,2410,,0.6223,30.27,67.71,37.44,0,,,9,,,,,,,,,,,,,,
7314,20,2013,,4151,,,2218,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6870,10/02/2014,62,2411,,0.6227,30.24,69.03,38.79,1,,,6,,,,,,,,,,,,,,
7315,20,2013,,4151,,,2218,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6871,10/02/2014,62,2412,,0.6218,31.17,68.63,37.46,0,,,4,,,,,,,,,,,,,,
7316,20,2013,Jan-41,Jan-41,,1845,1845,1135,1065,2154,CP,2008,9/02/2004,10,10,,,,730,306,4,20/01/2014,11.3817,10/02/2014,62,80,136,13,8.7041,5,2.6928,0.309371446,0.5386,31.142,67.63,0.4,2,0,1,6872,10/02/2014,62,2322,,0.5295,31.25,,,1,,,5,,,,,,,,,,,,,,
7317,20,2013,,Jan-41,,,1845,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6873,10/02/2014,62,2323,,0.5567,31.01,67.9,36.89,0,,,8,,,,,,,,,,,,,,
7318,20,2013,,Jan-41,,,1845,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6874,10/02/2014,62,2324,,0.4986,31.07,67.34,36.27,0,,,2,,,,,,,,,,,,,,
7319,20,2013,,Jan-41,,,1845,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6875,10/02/2014,62,2325,,0.5523,31.13,66.17,35.04,0,,,8,,,,,,,,,,,,,,
7320,20,2013,,Jan-41,,,1845,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6876,10/02/2014,62,2326,,0.5557,31.25,69.11,37.86,1,,,6,,,,,,,,,,,,,,
7321,20,2013,5434,5434,,2104,2104,1145,1401,4795,CP,2011,16/02/2009,5,6,,,,738,298,4,20/01/2014,9.3316,10/04/2014,62,72,139,38,7.0985,4,2.0179,0.284271325,0.5045,28.8775,64.7575,0.5,2,0,1,6877,10/02/2014,62,2402,,0.4746,29.1,64.96,35.86,0,,,2,,,,,,,,,,,,,,
7322,20,2013,,5434,,,2104,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6878,10/02/2014,62,2403,,0.4817,29.1,63.97,34.87,0,,,1,,,,,,,,,,,,,,
7323,20,2013,,5434,,,2104,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6879,10/02/2014,62,2404,,0.5286,29.34,67.9,38.56,1,,,4,,,,,,,,,,,,,,
7324,20,2013,,5434,,,2104,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6880,10/02/2014,62,2405,,0.533,27.97,62.2,34.23,1,,,4,,,,,,,,,,,,,,
7325,20,2013,5154,5154,,2202,2202,0052,1805,4710,CP,2012,10/02/2009,5,8,,,,792,231,9,20/01/2014,10.3629,10/02/2014,62,80,139,41,7.8016,3,1.5747,0.201843212,0.5249,29.21,67.46,1,3,0,1,6881,10/02/2014,62,2355,,0.5168,29.01,,,1,,,3,Total length recorded as less than SVL,,,,,,,,,,,,,
7326,20,2013,,5154,,,2202,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6882,10/02/2014,62,2400,,0.5333,29.07,67.98,38.91,1,,,3,,,,,,,,,,,,,,
7327,20,2013,,5154,,,2202,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6883,10/02/2014,62,2401,,0.5246,29.55,66.94,37.39,1,,,11,,,,,,,,,,,,,,
7328,20,2013,01/503,01/503,,2324,2324,,,,CP,2013,,,,"first year in, unclipped",,was 0000,849,198,11,29/01/2014,10.1997,10/02/2014,62,77,167,0,8.056,4,2.0539,0.25495283,0.5135,29.1575,63.5275,0.5,2,0,1,6884,10/02/2014,62,2413,,0.5072,29.53,64.66,35.13,0,,,8,,,,,,,,,,,,,,
7329,20,2013,,01/503,,,2324,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6885,10/02/2014,62,2311,,0.5123,28.76,61.25,32.49,1,,,9,,,,,,,,,,,,,,
7330,20,2013,,01/503,,,2324,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6886,10/02/2014,62,2312,,0.5148,29.51,64.39,34.88,1,,,7,,,,,,,,,,,,,,
7331,20,2013,,01/503,,,2324,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6887,10/02/2014,62,2313,,0.5196,28.83,63.81,34.98,0,,,12,,,,,,,,,,,,,,
7332,20,2013,2313,2313,,2325,2325,0537,1905,5585,CP,2013,10/02/2011,3,6,,,,747,288,6,20/01/2014,8.8433,10/02/2014,62,72,166,0,7.4933,4,2.1171,0.282532396,0.5293,29.375,67.285,0.75,3,0,1,6888,10/02/2014,62,2314,,0.593,30.06,67.7,37.64,0,,,1,,,,,,,,,,,,,,
7333,20,2013,,2313,,,2325,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6889,10/02/2014,62,2315,,0.5236,29,67.22,38.22,1,,,12,,,,,,,,,,,,,,
7334,20,2013,,2313,,,2325,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6890,10/02/2014,62,232/3/400,,0.487,28.54,67.19,38.65,1,,,7,,,,,,,,,,,,,,
7335,20,2013,,2313,,,2325,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6891,10/02/2014,62,2321,,0.5135,29.9,67.03,37.13,1,,,9,,,,,,,,,,,,,,
7336,20,2013,4121,4121,,2326,2326,1240,1012,5130,CP,2013,24/01/2010,4,8,,,,801,262,10,20/01/2014,9.6457,10/02/2014,62,74,157,67,7.91,4,2.349,0.296965866,0.5873,29.7975,67.3725,0.75,3,0,1,6892,10/02/2014,62,2341,,0.5641,30.33,67.27,36.94,1,,,6,,,,,,,,,,,,,,
7337,20,2013,,4121,,,2326,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6893,10/02/2014,62,2342,,0.5723,30.23,69.05,38.82,0,,,2,,,,,,,,,,,,,,
7338,20,2013,,4121,,,2326,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6894,10/02/2014,62,2343,,0.5971,29.52,65.93,36.41,1,,,12,,,,,,,,,,,,,,
7339,20,2013,,4121,,,2326,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6895,10/02/2014,62,2344,,0.6155,29.11,67.24,38.13,1,,,3,,,,,,,,,,,,,,
7340,20,2013,01/505,01/505,,2327,2327,,,,CP,2013,,,,,,,664,274,12,24/01/2014,14.8878,11/02/2014,63,86,180,0,11.6235,5,2.913,0.250612982,0.5826,30.264,67.294,0.2,1,0,1,6896,11/02/2014,63,2415,,0.541,30.26,67.08,36.82,0,,,2,,,,,,,,,,,,,,
7341,20,2013,,01/505,,,2327,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6897,11/02/2014,63,2420,,0.5748,30.38,66.88,36.5,0,,,9,,,,,,,,,,,,,,
7342,20,2013,,01/505,,,2327,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6898,11/02/2014,63,2421,,0.6246,30.31,67.21,36.9,1,,,11,,,,,,,,,,,,,,
7343,20,2013,,01/505,,,2327,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6899,11/02/2014,63,2422,,0.5762,30.32,68.08,37.76,0,,,2,,,,,,,,,,,,,,
7344,20,2013,,01/505,,,2327,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6900,11/02/2014,63,2423,,0.5964,30.05,67.22,37.17,0,,,3,,,,,,,,,,,,,,
7345,20,2013,0452,0452,,2328,2328,3301,2009,6088,CP,2013,6/02/2012,2,6,,,,679,327,1,20/01/2014,5.6343,11/02/2014,63,65,148,0,6.0296,2,1.123,0.186247844,0.5615,29.055,65.645,0,0,0,1,6901,11/02/2014,63,2424,,0.5462,28.76,65.33,36.57,0,,,7,,,,,,,,,,,,,,
7346,20,2013,,0452,,,2328,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6902,11/02/2014,63,2425,,0.5768,29.35,65.96,36.61,0,,,7,,,,,,,,,,,,,,
7347,20,2013,01/502,01/502,,2329,2329,,,,CP,2013,,,,,,was 0000,747,288,6,20/01/2014,9.64,11/02/2014,63,77,156,38,7.6112,3,1.7238,0.226482026,0.5746,29.37666667,65.94333333,0.666666667,2,0,1,6903,11/02/2014,63,2430,,0.5968,29.29,66.11,36.82,1,,,7,,,,,,,,,,,,,,
7348,20,2013,,01/502,,,2329,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6904,11/02/2014,63,2431,,0.5574,29.35,66.02,36.67,1,,,5,,,,,,,,,,,,,,
7349,20,2013,,01/502,,,2329,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6905,11/02/2014,63,2432,,0.5696,29.49,65.7,36.21,0,,,8,,,,,,,,,,,,,,
7350,20,2013,01/520,01/520,,2330,2330,,,,CP,2013,,,,,,was 0020,684,322,1,20/01/2014,7.4713,11/02/2014,63,70,133,20,7.1547,3,1.7916,0.250408822,0.5972,29.45666667,67.04,0.333333333,1,0,1,6906,11/02/2014,63,2433,,0.619,29.61,67.16,37.55,0,,,10,,,,,,,,,,,,,,
7351,20,2013,,01/520,,,2330,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6907,11/02/2014,63,2434,,0.6055,29.42,68.04,38.62,0,,,12,,,,,,,,,,,,,,
7352,20,2013,,01/520,,,2330,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6908,11/02/2014,63,2435,,0.5671,29.34,65.92,36.58,1,,,10,,,,,,,,,,,,,,
7353,20,2013,0051/4,0051/4,,1728,1728,,,,CP,2007,,,,,,caught top CP,,,12,20/01/2014,12.729,12/02/2014,64,82,164,72,10.9641,6,3.6598,0.333798488,0.61,30.415,67.7,0.833333333,5,0,1,6909,12/02/2014,64,2442,,0.6623,29.77,66.55,36.78,0,,,2,,,,,,,,,,,,,,
7354,20,2013,,0051/4,,,1728,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6910,12/02/2014,64,2443,,0.5604,30.18,70.32,40.14,1,,,10,,,,,,,,,,,,,,
7355,20,2013,,0051/4,,,1728,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6911,12/02/2014,64,2444,,0.593,30.47,67.17,36.7,1,,,8,,,,,,,,,,,,,,
7356,20,2013,,0051/4,,,1728,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6912,12/02/2014,64,244/55,,0.6217,31.52,68.19,36.67,1,,,6,,,,,,,,,,,,,,
7357,20,2013,,0051/4,,,1728,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6913,12/02/2014,64,2450,,0.6399,30.35,67.3,36.95,1,,,1,,,,,,,,,,,,,,
7358,20,2013,,0051/4,,,1728,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6914,12/02/2014,64,2451,,0.5825,30.2,66.67,36.47,1,,,1,,,,,,,,,,,,,,
7359,20,2013,2114,2114,,2331,2331,02/501,2017,5690,CP,2013,21/02/2011,3,6,,,,705,309,3,20/01/2014,8.9305,12/02/2014,64,75,162,0,8.052,2,1.1618,0.144287134,0.5809,29.445,64.24,0.5,1,0,1,6915,12/02/2014,64,2440,,0.6078,29.9,64.78,34.88,1,,,7,,,,,,,,,,,,,,
7360,20,2013,,2114,,,2331,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6916,12/02/2014,64,2441,,0.554,28.99,63.7,34.71,0,,,4,,,,,,,,,,,,,,
7361,20,2013,43/452,43/452,,2332,2332,0051/4,1728,5272,CP,2013,2/02/2010,4,7,,,,748,275,5,24/01/2014,10.5831,12/02/2014,64,77,146,32,8.8263,4,1.9875,0.225179294,0.4969,27.525,60.5475,0.5,2,0,1,6917,12/02/2014,64,2452,,0.5148,26.59,61.76,35.17,0,,,6,,,,,,,,,,,,,,
7362,20,2013,,43/452,,,2332,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6918,12/02/2014,64,2453,,0.51,28.49,62.46,33.97,1,,,3,,,,,,,,,,,,,,
7363,20,2013,,43/452,,,2332,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6919,12/02/2014,64,2454,,0.415,25.89,53.08,27.19,0,,,4,,,,,,,,,,,,,,
7364,20,2013,,43/452,,,2332,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6920,12/02/2014,64,2455,,0.5477,29.13,64.89,35.76,1,,,6,,,,,,,,,,,,,,
7365,20,2013,5151,5151,,2118,2118,3415,1513,4696,CP,2011,9/02/2009,5,6,,,,750,294,6,30/01/2014,9.8335,13/02/2014,65,75,130,21,7.0256,5,2.6678,0.379725575,0.5336,30.028,65.574,0.6,3,0,1,6921,13/02/2014,65,2511,,0.5853,30.22,65.39,35.17,1,,,5,,,,,,,,,,,,,,
7366,20,2013,,5151,,,2118,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6922,13/02/2014,65,2512,,0.5256,28.93,64.62,35.69,0,,,7,,,,,,,,,,,,,,
7367,20,2013,,5151,,,2118,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6923,13/02/2014,65,2513,,0.5028,30.16,65.91,35.75,1,,,7,,,,,,,,,,,,,,
7368,20,2013,,5151,,,2118,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6924,13/02/2014,65,2514,,0.5413,30.72,66.28,35.56,1,,,1,,,,,,,,,,,,,,
7369,20,2013,,5151,,,2118,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6925,13/02/2014,65,2515,,0.5128,30.11,65.67,35.56,0,,,5,,,,,,,,,,,,,,
7370,20,2013,4442,4442,,2221,2221,0021/4,1730,5257,CP,2012,1/02/2010,4,6,,,,732,292,5,29/01/2014,8.2484,13/02/2014,65,70,137,35,7.2335,4,2.0631,0.285214626,0.5158,29.42,64.87,0,0,0,1,6926,13/02/2014,65,2500,,0.5415,29.02,66.98,37.96,0,,,3,,,,,,,,,,,,,,
7371,20,2013,,4442,,,2221,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6927,13/02/2014,65,2501,,0.5882,30.09,67.19,37.1,0,,,3,,,,,,,,,,,,,,
7372,20,2013,,4442,,,2221,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6928,13/02/2014,65,2502,,0.504,30.55,,,0,,,,dead,,,,,,,,,,,,,
7373,20,2013,,4442,,,2221,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6929,13/02/2014,65,2503,,0.4294,28.02,60.44,32.42,0,,,11,,,,,,,,,,,,,,
7374,20,2013,0410,0410,,2333,2333,5224,2116,6065,CP,2013,4/02/2012,2,7,,,,863,183,11,29/01/2014,7.6382,13/02/2014,65,72,155,,6.2795,3,1.5797,0.251564615,0.5266,30.00333333,66.35,0.666666667,2,0,1,6930,13/02/2014,65,2504,,0.5399,30.7,67.97,37.27,1,,,8,,,,,,,,,,,,,,
7375,20,2013,,0410,,,2333,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6931,13/02/2014,65,2505,,0.4836,29.35,64.78,35.43,1,,,4,,,,,,,,,,,,,,
7376,20,2013,,0410,,,2333,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6932,13/02/2014,65,2510,,0.5562,29.96,66.3,36.34,0,,,12,,,,,,,,,,,,,,
7377,20,2013,501/24,501/24,,2334,2334,,,,CP,2013,,,,,,unknown capture site,,,10,20/01/2014,11.4931,14/02/2014,66,78,161,,8.352,5,3.2543,0.389643199,0.6509,30.546,70.986,0.2,1,0,1,6933,14/02/2014,66,2520,,0.6614,30.8,71.76,40.96,0,,,1,,,,,,,,,,,,,,
7378,20,2013,,501/24,,,2334,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6934,14/02/2014,66,2521,,0.6399,30.57,71.44,40.87,0,,,4,,,,,,,,,,,,,,
7379,20,2013,,501/24,,,2334,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6935,14/02/2014,66,2422,,0.5945,29.55,66.8,37.25,0,,,9,,,,,,,,,,,,,,
7380,20,2013,,501/24,,,2334,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6936,14/02/2014,66,2523,,0.7051,31.15,73.34,42.19,0,,,9,,,,,,,,,,,,,,
7381,20,2013,,501/24,,,2334,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6937,14/02/2014,66,2524,,0.6534,30.66,71.59,40.93,1,,,6,,,,,,,,,,,,,,
7382,20,2013,4055,4055,,2214,2214,2023,1810,5142,CP,2012,25/01/2010,4,4,,,,745,276,5,24/01/2014,11.4279,15/02/2014,67,77,164,,8.4325,5,2.7128,0.321707679,0.5426,29.93,65.25,0.2,1,0,1,6938,15/02/2014,67,2534,,0.5943,30.31,69.22,38.91,0,,,7,,,,,,,,,,,,,,
7383,20,2013,,4055,,,2214,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6939,15/02/2014,67,2535,,0.5394,30.03,65.87,35.84,0,,,1,,,,,,,,,,,,,,
